decision_date,planned_week_start,date,activity,group,recommended_person_days
2027-06-08,2027-06-14,2027-06-16,Receiving,operative,2.4
2027-06-08,2027-06-14,2027-06-16,Replenishment / relocation,operative,2.1
2027-06-08,2027-06-14,2027-06-16,Returns / QC,operative,1.1
2027-06-08,2027-06-14,2027-06-16,Staging,operative,6.5
2027-06-08,2027-06-14,2027-06-16,Team leads,operative,4.1
2027-06-08,2027-06-14,2027-06-16,Transit drivers,operative,4.1
2027-06-08,2027-06-14,2027-06-16,Unloading,operative,1.9
2027-06-08,2027-06-14,2027-06-16,VNA replenishment,operative,1.0
2027-06-08,2027-06-14,2027-06-16,Yard shunting,operative,2.0
2027-06-08,2027-06-14,2027-06-17,Aisle maintenance,operative,1.0
2027-06-08,2027-06-14,2027-06-17,Co-Packing line,operative,4.0
2027-06-08,2027-06-14,2027-06-17,Control room,admin,2.0
2027-06-08,2027-06-14,2027-06-17,Inbound office,admin,2.0
2027-06-08,2027-06-14,2027-06-17,Inventory,admin,2.0
2027-06-08,2027-06-14,2027-06-17,Loading,operative,5.6
2027-06-08,2027-06-14,2027-06-17,Outbound office,admin,2.0
2027-06-08,2027-06-14,2027-06-17,Pick QA,operative,1.1
2027-06-08,2027-06-14,2027-06-17,Picking,operative,13.6
2027-06-08,2027-06-14,2027-06-17,Putaway,operative,12.6
2027-06-08,2027-06-14,2027-06-17,Receiving,operative,3.0
2027-06-08,2027-06-14,2027-06-17,Replenishment / relocation,operative,2.8
2027-06-08,2027-06-14,2027-06-17,Returns / QC,operative,1.0
2027-06-08,2027-06-14,2027-06-17,Staging,operative,7.7
2027-06-08,2027-06-14,2027-06-17,Team leads,operative,4.0
2027-06-08,2027-06-14,2027-06-17,Transit drivers,operative,4.1
2027-06-08,2027-06-14,2027-06-17,Unloading,operative,2.5
2027-06-08,2027-06-14,2027-06-17,VNA replenishment,operative,1.1
2027-06-08,2027-06-14,2027-06-17,Yard shunting,operative,2.0
2027-06-08,2027-06-14,2027-06-18,Aisle maintenance,operative,1.0
2027-06-08,2027-06-14,2027-06-18,Co-Packing line,operative,4.2
2027-06-08,2027-06-14,2027-06-18,Control room,admin,2.0
2027-06-08,2027-06-14,2027-06-18,Inbound office,admin,2.0
2027-06-08,2027-06-14,2027-06-18,Inventory,admin,2.0
2027-06-08,2027-06-14,2027-06-18,Loading,operative,5.8
2027-06-08,2027-06-14,2027-06-18,Outbound office,admin,2.0
2027-06-08,2027-06-14,2027-06-18,Pick QA,operative,1.0
2027-06-08,2027-06-14,2027-06-18,Picking,operative,14.0
2027-06-08,2027-06-14,2027-06-18,Putaway,operative,14.1
2027-06-08,2027-06-14,2027-06-18,Receiving,operative,2.9
2027-06-08,2027-06-14,2027-06-18,Replenishment / relocation,operative,2.7
2027-06-08,2027-06-14,2027-06-18,Returns / QC,operative,1.0
2027-06-08,2027-06-14,2027-06-18,Staging,operative,8.1
2027-06-08,2027-06-14,2027-06-18,Team leads,operative,4.0
2027-06-08,2027-06-14,2027-06-18,Transit drivers,operative,4.0
2027-06-08,2027-06-14,2027-06-18,Unloading,operative,2.2
2027-06-08,2027-06-14,2027-06-18,VNA replenishment,operative,1.0
2027-06-08,2027-06-14,2027-06-18,Yard shunting,operative,2.0
2027-06-15,2027-06-21,2027-06-21,Aisle maintenance,operative,1.0
2027-06-15,2027-06-21,2027-06-21,Co-Packing line,operative,4.1
2027-06-15,2027-06-21,2027-06-21,Control room,admin,2.0
2027-06-15,2027-06-21,2027-06-21,Inbound office,admin,2.0
2027-06-15,2027-06-21,2027-06-21,Inventory,admin,2.0
2027-06-15,2027-06-21,2027-06-21,Loading,operative,5.4
2027-06-15,2027-06-21,2027-06-21,Outbound office,admin,2.0
2027-06-15,2027-06-21,2027-06-21,Pick QA,operative,1.0
2027-06-15,2027-06-21,2027-06-21,Picking,operative,12.8
2027-06-15,2027-06-21,2027-06-21,Putaway,operative,12.7
2027-06-15,2027-06-21,2027-06-21,Receiving,operative,2.7
2027-06-15,2027-06-21,2027-06-21,Replenishment / relocation,operative,2.7
2027-06-15,2027-06-21,2027-06-21,Returns / QC,operative,1.0
2027-06-15,2027-06-21,2027-06-21,Staging,operative,8.5
2027-06-15,2027-06-21,2027-06-21,Team leads,operative,4.1
2027-06-15,2027-06-21,2027-06-21,Transit drivers,operative,4.0
2027-06-15,2027-06-21,2027-06-21,Unloading,operative,2.3
2027-06-15,2027-06-21,2027-06-21,VNA replenishment,operative,1.1
2027-06-15,2027-06-21,2027-06-21,Yard shunting,operative,2.0
2027-06-15,2027-06-21,2027-06-22,Aisle maintenance,operative,1.0
2027-06-15,2027-06-21,2027-06-22,Co-Packing line,operative,4.0
2027-06-15,2027-06-21,2027-06-22,Control room,admin,2.0
2027-06-15,2027-06-21,2027-06-22,Inbound office,admin,2.0
2027-06-15,2027-06-21,2027-06-22,Inventory,admin,2.0
2027-06-15,2027-06-21,2027-06-22,Loading,operative,5.6
2027-06-15,2027-06-21,2027-06-22,Outbound office,admin,2.0
2027-06-15,2027-06-21,2027-06-22,Pick QA,operative,1.0
2027-06-15,2027-06-21,2027-06-22,Picking,operative,12.5
2027-06-15,2027-06-21,2027-06-22,Putaway,operative,12.3
2027-06-15,2027-06-21,2027-06-22,Receiving,operative,2.7
2027-06-15,2027-06-21,2027-06-22,Replenishment / relocation,operative,2.8
2027-06-15,2027-06-21,2027-06-22,Returns / QC,operative,1.1
2027-06-15,2027-06-21,2027-06-22,Staging,operative,8.0
2027-06-15,2027-06-21,2027-06-22,Team leads,operative,4.0
2027-06-15,2027-06-21,2027-06-22,Transit drivers,operative,4.0
2027-06-15,2027-06-21,2027-06-22,Unloading,operative,2.5
2027-06-15,2027-06-21,2027-06-22,VNA replenishment,operative,1.1
2027-06-15,2027-06-21,2027-06-22,Yard shunting,operative,2.0
2027-06-15,2027-06-21,2027-06-23,Aisle maintenance,operative,1.1
2027-06-15,2027-06-21,2027-06-23,Co-Packing line,operative,4.2
2027-06-15,2027-06-21,2027-06-23,Control room,admin,2.0
2027-06-15,2027-06-21,2027-06-23,Inbound office,admin,2.0
2027-06-15,2027-06-21,2027-06-23,Inventory,admin,2.0
2027-06-15,2027-06-21,2027-06-23,Loading,operative,5.0
2027-06-15,2027-06-21,2027-06-23,Outbound office,admin,2.0
2027-06-15,2027-06-21,2027-06-23,Pick QA,operative,1.1
2027-06-15,2027-06-21,2027-06-23,Picking,operative,11.5
2027-06-15,2027-06-21,2027-06-23,Putaway,operative,9.4
2027-06-15,2027-06-21,2027-06-23,Receiving,operative,2.3
2027-06-15,2027-06-21,2027-06-23,Replenishment / relocation,operative,2.2
2027-06-15,2027-06-21,2027-06-23,Returns / QC,operative,1.0
2027-06-15,2027-06-21,2027-06-23,Staging,operative,7.1
2027-06-15,2027-06-21,2027-06-23,Team leads,operative,4.0
2027-06-15,2027-06-21,2027-06-23,Transit drivers,operative,4.0
2027-06-15,2027-06-21,2027-06-23,Unloading,operative,2.0
2027-06-15,2027-06-21,2027-06-23,VNA replenishment,operative,1.0
2027-06-15,2027-06-21,2027-06-23,Yard shunting,operative,2.1
2027-06-15,2027-06-21,2027-06-24,Aisle maintenance,operative,1.0
2027-06-15,2027-06-21,2027-06-24,Co-Packing line,operative,4.0
2027-06-15,2027-06-21,2027-06-24,Control room,admin,2.0
2027-06-15,2027-06-21,2027-06-24,Inbound office,admin,2.0
2027-06-15,2027-06-21,2027-06-24,Inventory,admin,2.0
2027-06-15,2027-06-21,2027-06-24,Loading,operative,5.9
2027-06-15,2027-06-21,2027-06-24,Outbound office,admin,2.0
2027-06-15,2027-06-21,2027-06-24,Pick QA,operative,1.1
2027-06-15,2027-06-21,2027-06-24,Picking,operative,13.6
2027-06-15,2027-06-21,2027-06-24,Putaway,operative,12.8
2027-06-15,2027-06-21,2027-06-24,Receiving,operative,2.8
2027-06-15,2027-06-21,2027-06-24,Replenishment / relocation,operative,2.8
2027-06-15,2027-06-21,2027-06-24,Returns / QC,operative,1.0
2027-06-15,2027-06-21,2027-06-24,Staging,operative,8.2
2027-06-15,2027-06-21,2027-06-24,Team leads,operative,4.0
2027-06-15,2027-06-21,2027-06-24,Transit drivers,operative,4.0
2027-06-15,2027-06-21,2027-06-24,Unloading,operative,2.3
2027-06-15,2027-06-21,2027-06-24,VNA replenishment,operative,1.0
2027-06-15,2027-06-21,2027-06-24,Yard shunting,operative,2.0
2027-06-15,2027-06-21,2027-06-25,Aisle maintenance,operative,1.1
2027-06-15,2027-06-21,2027-06-25,Co-Packing line,operative,4.2
2027-06-15,2027-06-21,2027-06-25,Control room,admin,2.0
2027-06-15,2027-06-21,2027-06-25,Inbound office,admin,2.0
2027-06-15,2027-06-21,2027-06-25,Inventory,admin,2.0
2027-06-15,2027-06-21,2027-06-25,Loading,operative,5.7
2027-06-15,2027-06-21,2027-06-25,Outbound office,admin,2.0
2027-06-15,2027-06-21,2027-06-25,Pick QA,operative,1.0
2027-06-15,2027-06-21,2027-06-25,Picking,operative,14.6
2027-06-15,2027-06-21,2027-06-25,Putaway,operative,12.0
2027-06-15,2027-06-21,2027-06-25,Receiving,operative,3.0
2027-06-15,2027-06-21,2027-06-25,Replenishment / relocation,operative,2.8
2027-06-15,2027-06-21,2027-06-25,Returns / QC,operative,1.1
2027-06-15,2027-06-21,2027-06-25,Staging,operative,8.1
2027-06-15,2027-06-21,2027-06-25,Team leads,operative,4.0
2027-06-15,2027-06-21,2027-06-25,Transit drivers,operative,4.0
2027-06-15,2027-06-21,2027-06-25,Unloading,operative,2.4
2027-06-15,2027-06-21,2027-06-25,VNA replenishment,operative,1.0
2027-06-15,2027-06-21,2027-06-25,Yard shunting,operative,2.1
2027-06-22,2027-06-28,2027-06-28,Aisle maintenance,operative,1.1
2027-06-22,2027-06-28,2027-06-28,Co-Packing line,operative,4.0
2027-06-22,2027-06-28,2027-06-28,Control room,admin,2.0
2027-06-22,2027-06-28,2027-06-28,Inbound office,admin,2.0
2027-06-22,2027-06-28,2027-06-28,Inventory,admin,2.0
2027-06-22,2027-06-28,2027-06-28,Loading,operative,5.6
2027-06-22,2027-06-28,2027-06-28,Outbound office,admin,2.0
2027-06-22,2027-06-28,2027-06-28,Pick QA,operative,1.0
2027-06-22,2027-06-28,2027-06-28,Picking,operative,12.8
2027-06-22,2027-06-28,2027-06-28,Putaway,operative,11.8
2027-06-22,2027-06-28,2027-06-28,Receiving,operative,2.8
2027-06-22,2027-06-28,2027-06-28,Replenishment / relocation,operative,2.5
2027-06-22,2027-06-28,2027-06-28,Returns / QC,operative,1.0
2027-06-22,2027-06-28,2027-06-28,Staging,operative,8.7
2027-06-22,2027-06-28,2027-06-28,Team leads,operative,4.0
2027-06-22,2027-06-28,2027-06-28,Transit drivers,operative,4.0
2027-06-22,2027-06-28,2027-06-28,Unloading,operative,2.8
2027-06-22,2027-06-28,2027-06-28,VNA replenishment,operative,1.0
2027-06-22,2027-06-28,2027-06-28,Yard shunting,operative,2.0
2027-06-22,2027-06-28,2027-06-29,Aisle maintenance,operative,1.0
2027-06-22,2027-06-28,2027-06-29,Co-Packing line,operative,4.2
2027-06-22,2027-06-28,2027-06-29,Control room,admin,2.0
2027-06-22,2027-06-28,2027-06-29,Inbound office,admin,2.0
2027-06-22,2027-06-28,2027-06-29,Inventory,admin,2.0
2027-06-22,2027-06-28,2027-06-29,Loading,operative,5.2
2027-06-22,2027-06-28,2027-06-29,Outbound office,admin,2.0
2027-06-22,2027-06-28,2027-06-29,Pick QA,operative,1.0
2027-06-22,2027-06-28,2027-06-29,Picking,operative,12.7
2027-06-22,2027-06-28,2027-06-29,Putaway,operative,13.0
2027-06-22,2027-06-28,2027-06-29,Receiving,operative,3.0
2027-06-22,2027-06-28,2027-06-29,Replenishment / relocation,operative,2.6
2027-06-22,2027-06-28,2027-06-29,Returns / QC,operative,1.0
2027-06-22,2027-06-28,2027-06-29,Staging,operative,6.9
2027-06-22,2027-06-28,2027-06-29,Team leads,operative,4.1
2027-06-22,2027-06-28,2027-06-29,Transit drivers,operative,4.0
2027-06-22,2027-06-28,2027-06-29,Unloading,operative,2.4
2027-06-22,2027-06-28,2027-06-29,VNA replenishment,operative,1.0
2027-06-22,2027-06-28,2027-06-29,Yard shunting,operative,2.0
2027-06-22,2027-06-28,2027-06-30,Aisle maintenance,operative,1.0
2027-06-22,2027-06-28,2027-06-30,Co-Packing line,operative,4.0
2027-06-22,2027-06-28,2027-06-30,Control room,admin,2.0
2027-06-22,2027-06-28,2027-06-30,Inbound office,admin,2.0
2027-06-22,2027-06-28,2027-06-30,Inventory,admin,2.0
2027-06-22,2027-06-28,2027-06-30,Loading,operative,4.9
2027-06-22,2027-06-28,2027-06-30,Outbound office,admin,2.0
2027-06-22,2027-06-28,2027-06-30,Pick QA,operative,1.0
2027-06-22,2027-06-28,2027-06-30,Picking,operative,10.7
2027-06-22,2027-06-28,2027-06-30,Putaway,operative,11.1
2027-06-22,2027-06-28,2027-06-30,Receiving,operative,2.7
2027-06-22,2027-06-28,2027-06-30,Replenishment / relocation,operative,2.4
2027-06-22,2027-06-28,2027-06-30,Returns / QC,operative,1.1
2027-06-22,2027-06-28,2027-06-30,Staging,operative,7.6
2027-06-22,2027-06-28,2027-06-30,Team leads,operative,4.1
2027-06-22,2027-06-28,2027-06-30,Transit drivers,operative,4.0
2027-06-22,2027-06-28,2027-06-30,Unloading,operative,2.1
2027-06-22,2027-06-28,2027-06-30,VNA replenishment,operative,1.1
2027-06-22,2027-06-28,2027-06-30,Yard shunting,operative,2.1
2027-06-22,2027-06-28,2027-07-01,Aisle maintenance,operative,1.0
2027-06-22,2027-06-28,2027-07-01,Co-Packing line,operative,4.1
2027-06-22,2027-06-28,2027-07-01,Control room,admin,2.0
2027-06-22,2027-06-28,2027-07-01,Inbound office,admin,2.0
2027-06-22,2027-06-28,2027-07-01,Inventory,admin,2.0
2027-06-22,2027-06-28,2027-07-01,Loading,operative,5.5
2027-06-22,2027-06-28,2027-07-01,Outbound office,admin,2.0
2027-06-22,2027-06-28,2027-07-01,Pick QA,operative,1.0
2027-06-22,2027-06-28,2027-07-01,Picking,operative,12.3
2027-06-22,2027-06-28,2027-07-01,Putaway,operative,11.6
2027-06-22,2027-06-28,2027-07-01,Receiving,operative,2.5
2027-06-22,2027-06-28,2027-07-01,Replenishment / relocation,operative,2.6
2027-06-22,2027-06-28,2027-07-01,Returns / QC,operative,1.0
2027-06-22,2027-06-28,2027-07-01,Staging,operative,7.7
2027-06-22,2027-06-28,2027-07-01,Team leads,operative,4.1
2027-06-22,2027-06-28,2027-07-01,Transit drivers,operative,4.1
2027-06-22,2027-06-28,2027-07-01,Unloading,operative,2.1
2027-06-22,2027-06-28,2027-07-01,VNA replenishment,operative,1.0
2027-06-22,2027-06-28,2027-07-01,Yard shunting,operative,2.0
2027-06-22,2027-06-28,2027-07-02,Aisle maintenance,operative,1.0
2027-06-22,2027-06-28,2027-07-02,Co-Packing line,operative,4.0
2027-06-22,2027-06-28,2027-07-02,Control room,admin,2.0
2027-06-22,2027-06-28,2027-07-02,Inbound office,admin,2.0
2027-06-22,2027-06-28,2027-07-02,Inventory,admin,2.0
2027-06-22,2027-06-28,2027-07-02,Loading,operative,5.3
2027-06-22,2027-06-28,2027-07-02,Outbound office,admin,2.0
2027-06-22,2027-06-28,2027-07-02,Pick QA,operative,1.1
2027-06-22,2027-06-28,2027-07-02,Picking,operative,13.1
2027-06-22,2027-06-28,2027-07-02,Putaway,operative,10.9
2027-06-22,2027-06-28,2027-07-02,Receiving,operative,3.1
2027-06-22,2027-06-28,2027-07-02,Replenishment / relocation,operative,2.4
2027-06-22,2027-06-28,2027-07-02,Returns / QC,operative,1.0
2027-06-22,2027-06-28,2027-07-02,Staging,operative,8.2
2027-06-22,2027-06-28,2027-07-02,Team leads,operative,4.1
2027-06-22,2027-06-28,2027-07-02,Transit drivers,operative,4.0
2027-06-22,2027-06-28,2027-07-02,Unloading,operative,2.2
2027-06-22,2027-06-28,2027-07-02,VNA replenishment,operative,1.0
2027-06-22,2027-06-28,2027-07-02,Yard shunting,operative,2.0
2027-06-29,2027-07-05,2027-07-05,Aisle maintenance,operative,1.0
2027-06-29,2027-07-05,2027-07-05,Co-Packing line,operative,4.1
2027-06-29,2027-07-05,2027-07-05,Control room,admin,2.0
2027-06-29,2027-07-05,2027-07-05,Inbound office,admin,2.0
2027-06-29,2027-07-05,2027-07-05,Inventory,admin,2.0
2027-06-29,2027-07-05,2027-07-05,Loading,operative,5.0
2027-06-29,2027-07-05,2027-07-05,Outbound office,admin,2.0
2027-06-29,2027-07-05,2027-07-05,Pick QA,operative,1.1
2027-06-29,2027-07-05,2027-07-05,Picking,operative,13.3
2027-06-29,2027-07-05,2027-07-05,Putaway,operative,11.6
2027-06-29,2027-07-05,2027-07-05,Receiving,operative,2.7
2027-06-29,2027-07-05,2027-07-05,Replenishment / relocation,operative,2.6
2027-06-29,2027-07-05,2027-07-05,Returns / QC,operative,1.1
2027-06-29,2027-07-05,2027-07-05,Staging,operative,7.5
2027-06-29,2027-07-05,2027-07-05,Team leads,operative,4.1
2027-06-29,2027-07-05,2027-07-05,Transit drivers,operative,4.0
2027-06-29,2027-07-05,2027-07-05,Unloading,operative,2.2
2027-06-29,2027-07-05,2027-07-05,VNA replenishment,operative,1.0
2027-06-29,2027-07-05,2027-07-05,Yard shunting,operative,2.0
2027-06-29,2027-07-05,2027-07-06,Aisle maintenance,operative,1.0
2027-06-29,2027-07-05,2027-07-06,Co-Packing line,operative,4.0
2027-06-29,2027-07-05,2027-07-06,Control room,admin,2.0
2027-06-29,2027-07-05,2027-07-06,Inbound office,admin,2.0
2027-06-29,2027-07-05,2027-07-06,Inventory,admin,2.0
2027-06-29,2027-07-05,2027-07-06,Loading,operative,5.3
2027-06-29,2027-07-05,2027-07-06,Outbound office,admin,2.0
2027-06-29,2027-07-05,2027-07-06,Pick QA,operative,1.1
2027-06-29,2027-07-05,2027-07-06,Picking,operative,12.3
2027-06-29,2027-07-05,2027-07-06,Putaway,operative,12.8
2027-06-29,2027-07-05,2027-07-06,Receiving,operative,3.0
2027-06-29,2027-07-05,2027-07-06,Replenishment / relocation,operative,2.4
2027-06-29,2027-07-05,2027-07-06,Returns / QC,operative,1.1
2027-06-29,2027-07-05,2027-07-06,Staging,operative,7.7
2027-06-29,2027-07-05,2027-07-06,Team leads,operative,4.0
2027-06-29,2027-07-05,2027-07-06,Transit drivers,operative,4.1
2027-06-29,2027-07-05,2027-07-06,Unloading,operative,2.5
2027-06-29,2027-07-05,2027-07-06,VNA replenishment,operative,1.0
2027-06-29,2027-07-05,2027-07-06,Yard shunting,operative,2.0
2027-06-29,2027-07-05,2027-07-07,Aisle maintenance,operative,1.1
2027-06-29,2027-07-05,2027-07-07,Co-Packing line,operative,4.0
2027-06-29,2027-07-05,2027-07-07,Control room,admin,2.0
2027-06-29,2027-07-05,2027-07-07,Inbound office,admin,2.0
2027-06-29,2027-07-05,2027-07-07,Inventory,admin,2.0
2027-06-29,2027-07-05,2027-07-07,Loading,operative,4.1
2027-06-29,2027-07-05,2027-07-07,Outbound office,admin,2.0
2027-06-29,2027-07-05,2027-07-07,Pick QA,operative,1.0
2027-06-29,2027-07-05,2027-07-07,Picking,operative,9.7
2027-06-29,2027-07-05,2027-07-07,Putaway,operative,9.2
2027-06-29,2027-07-05,2027-07-07,Receiving,operative,2.5
2027-06-29,2027-07-05,2027-07-07,Replenishment / relocation,operative,2.1
2027-06-29,2027-07-05,2027-07-07,Returns / QC,operative,1.0
2027-06-29,2027-07-05,2027-07-07,Staging,operative,6.9
2027-06-29,2027-07-05,2027-07-07,Team leads,operative,4.0
2027-06-29,2027-07-05,2027-07-07,Transit drivers,operative,4.1
2027-06-29,2027-07-05,2027-07-07,Unloading,operative,1.9
2027-06-29,2027-07-05,2027-07-07,VNA replenishment,operative,1.0
2027-06-29,2027-07-05,2027-07-07,Yard shunting,operative,2.0
2027-06-29,2027-07-05,2027-07-08,Aisle maintenance,operative,1.1
2027-06-29,2027-07-05,2027-07-08,Co-Packing line,operative,4.0
2027-06-29,2027-07-05,2027-07-08,Control room,admin,2.0
2027-06-29,2027-07-05,2027-07-08,Inbound office,admin,2.0
2027-06-29,2027-07-05,2027-07-08,Inventory,admin,2.0
2027-06-29,2027-07-05,2027-07-08,Loading,operative,5.4
2027-06-29,2027-07-05,2027-07-08,Outbound office,admin,2.0
2027-06-29,2027-07-05,2027-07-08,Pick QA,operative,1.0
2027-06-29,2027-07-05,2027-07-08,Picking,operative,12.4
2027-06-29,2027-07-05,2027-07-08,Putaway,operative,11.3
2027-06-29,2027-07-05,2027-07-08,Receiving,operative,3.0
2027-06-29,2027-07-05,2027-07-08,Replenishment / relocation,operative,2.6
2027-06-29,2027-07-05,2027-07-08,Returns / QC,operative,1.0
2027-06-29,2027-07-05,2027-07-08,Staging,operative,7.3
2027-06-29,2027-07-05,2027-07-08,Team leads,operative,4.0
2027-06-29,2027-07-05,2027-07-08,Transit drivers,operative,4.0
2027-06-29,2027-07-05,2027-07-08,Unloading,operative,2.4
2027-06-29,2027-07-05,2027-07-08,VNA replenishment,operative,1.0
2027-06-29,2027-07-05,2027-07-08,Yard shunting,operative,2.0
2027-06-29,2027-07-05,2027-07-09,Aisle maintenance,operative,1.0
2027-06-29,2027-07-05,2027-07-09,Co-Packing line,operative,4.1
2027-06-29,2027-07-05,2027-07-09,Control room,admin,2.0
2027-06-29,2027-07-05,2027-07-09,Inbound office,admin,2.0
2027-06-29,2027-07-05,2027-07-09,Inventory,admin,2.0
2027-06-29,2027-07-05,2027-07-09,Loading,operative,5.4
2027-06-29,2027-07-05,2027-07-09,Outbound office,admin,2.0
2027-06-29,2027-07-05,2027-07-09,Pick QA,operative,1.0
2027-06-29,2027-07-05,2027-07-09,Picking,operative,12.1
2027-06-29,2027-07-05,2027-07-09,Putaway,operative,10.5
2027-06-29,2027-07-05,2027-07-09,Receiving,operative,2.9
2027-06-29,2027-07-05,2027-07-09,Replenishment / relocation,operative,2.7
2027-06-29,2027-07-05,2027-07-09,Returns / QC,operative,1.1
2027-06-29,2027-07-05,2027-07-09,Staging,operative,7.6
2027-06-29,2027-07-05,2027-07-09,Team leads,operative,4.0
2027-06-29,2027-07-05,2027-07-09,Transit drivers,operative,4.0
2027-06-29,2027-07-05,2027-07-09,Unloading,operative,2.4
2027-06-29,2027-07-05,2027-07-09,VNA replenishment,operative,1.0
2027-06-29,2027-07-05,2027-07-09,Yard shunting,operative,2.1
2027-07-06,2027-07-12,2027-07-12,Aisle maintenance,operative,1.0
2027-07-06,2027-07-12,2027-07-12,Co-Packing line,operative,4.1
2027-07-06,2027-07-12,2027-07-12,Control room,admin,2.0
2027-07-06,2027-07-12,2027-07-12,Inbound office,admin,2.0
2027-07-06,2027-07-12,2027-07-12,Inventory,admin,2.0
2027-07-06,2027-07-12,2027-07-12,Loading,operative,5.3
2027-07-06,2027-07-12,2027-07-12,Outbound office,admin,2.0
2027-07-06,2027-07-12,2027-07-12,Pick QA,operative,1.0
2027-07-06,2027-07-12,2027-07-12,Picking,operative,13.1
2027-07-06,2027-07-12,2027-07-12,Putaway,operative,11.6
2027-07-06,2027-07-12,2027-07-12,Receiving,operative,2.7
2027-07-06,2027-07-12,2027-07-12,Replenishment / relocation,operative,2.5
2027-07-06,2027-07-12,2027-07-12,Returns / QC,operative,1.0
2027-07-06,2027-07-12,2027-07-12,Staging,operative,8.0
2027-07-06,2027-07-12,2027-07-12,Team leads,operative,4.0
2027-07-06,2027-07-12,2027-07-12,Transit drivers,operative,4.0
2027-07-06,2027-07-12,2027-07-12,Unloading,operative,2.4
2027-07-06,2027-07-12,2027-07-12,VNA replenishment,operative,1.0
2027-07-06,2027-07-12,2027-07-12,Yard shunting,operative,2.0
2027-07-06,2027-07-12,2027-07-13,Aisle maintenance,operative,1.1
2027-07-06,2027-07-12,2027-07-13,Co-Packing line,operative,4.0
2027-07-06,2027-07-12,2027-07-13,Control room,admin,2.0
2027-07-06,2027-07-12,2027-07-13,Inbound office,admin,2.0
2027-07-06,2027-07-12,2027-07-13,Inventory,admin,2.0
2027-07-06,2027-07-12,2027-07-13,Loading,operative,5.1
2027-07-06,2027-07-12,2027-07-13,Outbound office,admin,2.0
2027-07-06,2027-07-12,2027-07-13,Pick QA,operative,1.1
2027-07-06,2027-07-12,2027-07-13,Picking,operative,12.5
2027-07-06,2027-07-12,2027-07-13,Putaway,operative,11.6
2027-07-06,2027-07-12,2027-07-13,Receiving,operative,2.6
2027-07-06,2027-07-12,2027-07-13,Replenishment / relocation,operative,2.3
2027-07-06,2027-07-12,2027-07-13,Returns / QC,operative,1.0
2027-07-06,2027-07-12,2027-07-13,Staging,operative,7.2
2027-07-06,2027-07-12,2027-07-13,Team leads,operative,4.0
2027-07-06,2027-07-12,2027-07-13,Transit drivers,operative,4.1
2027-07-06,2027-07-12,2027-07-13,Unloading,operative,2.4
2027-07-06,2027-07-12,2027-07-13,VNA replenishment,operative,1.0
2027-07-06,2027-07-12,2027-07-13,Yard shunting,operative,2.0
2027-07-06,2027-07-12,2027-07-14,Aisle maintenance,operative,1.0
2027-07-06,2027-07-12,2027-07-14,Co-Packing line,operative,4.0
2027-07-06,2027-07-12,2027-07-14,Control room,admin,2.0
2027-07-06,2027-07-12,2027-07-14,Inbound office,admin,2.0
2027-07-06,2027-07-12,2027-07-14,Inventory,admin,2.0
2027-07-06,2027-07-12,2027-07-14,Loading,operative,4.3
2027-07-06,2027-07-12,2027-07-14,Outbound office,admin,2.0
2027-07-06,2027-07-12,2027-07-14,Pick QA,operative,1.1
2027-07-06,2027-07-12,2027-07-14,Picking,operative,11.4
2027-07-06,2027-07-12,2027-07-14,Putaway,operative,9.9
2027-07-06,2027-07-12,2027-07-14,Receiving,operative,2.5
2027-07-06,2027-07-12,2027-07-14,Replenishment / relocation,operative,2.1
2027-07-06,2027-07-12,2027-07-14,Returns / QC,operative,1.0
2027-07-06,2027-07-12,2027-07-14,Staging,operative,6.2
2027-07-06,2027-07-12,2027-07-14,Team leads,operative,4.0
2027-07-06,2027-07-12,2027-07-14,Transit drivers,operative,4.0
2027-07-06,2027-07-12,2027-07-14,Unloading,operative,1.9
2027-07-06,2027-07-12,2027-07-14,VNA replenishment,operative,1.1
2027-07-06,2027-07-12,2027-07-14,Yard shunting,operative,2.0
2027-07-06,2027-07-12,2027-07-15,Aisle maintenance,operative,1.0
2027-07-06,2027-07-12,2027-07-15,Co-Packing line,operative,4.2
2027-07-06,2027-07-12,2027-07-15,Control room,admin,2.0
2027-07-06,2027-07-12,2027-07-15,Inbound office,admin,2.0
2027-07-06,2027-07-12,2027-07-15,Inventory,admin,2.0
2027-07-06,2027-07-12,2027-07-15,Loading,operative,5.3
2027-07-06,2027-07-12,2027-07-15,Outbound office,admin,2.0
2027-07-06,2027-07-12,2027-07-15,Pick QA,operative,1.1
2027-07-06,2027-07-12,2027-07-15,Picking,operative,12.8
2027-07-06,2027-07-12,2027-07-15,Putaway,operative,11.6
2027-07-06,2027-07-12,2027-07-15,Receiving,operative,2.7
2027-07-06,2027-07-12,2027-07-15,Replenishment / relocation,operative,2.7
2027-07-06,2027-07-12,2027-07-15,Returns / QC,operative,1.1
2027-07-06,2027-07-12,2027-07-15,Staging,operative,7.5
2027-07-06,2027-07-12,2027-07-15,Team leads,operative,4.0
2027-07-06,2027-07-12,2027-07-15,Transit drivers,operative,4.1
2027-07-06,2027-07-12,2027-07-15,Unloading,operative,2.2
2027-07-06,2027-07-12,2027-07-15,VNA replenishment,operative,1.0
2027-07-06,2027-07-12,2027-07-15,Yard shunting,operative,2.1
2027-07-06,2027-07-12,2027-07-16,Aisle maintenance,operative,1.0
2027-07-06,2027-07-12,2027-07-16,Co-Packing line,operative,4.0
